locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_03184	gene	1176	argE_2			
FCDJCBPM_03185	gene	1110	menC_3			
FCDJCBPM_03186	gene	1176	doeA_3			
FCDJCBPM_03187	gene	924	dapA_4			
FCDJCBPM_03188	gene	1200	pyrG_1			
FCDJCBPM_03189	gene	1209	aatB_2			
FCDJCBPM_03190	gene	1569	ddpA_2			
FCDJCBPM_03191	gene	1053	dppB_3			
FCDJCBPM_03192	gene	891	ddpC_1			
FCDJCBPM_03193	gene	846	dppD_3			
FCDJCBPM_03194	gene	705	ddpF			
FCDJCBPM_03195	gene	396				
FCDJCBPM_03196	gene	396				
FCDJCBPM_03197	gene	918	pgrR_5			
FCDJCBPM_03198	gene	1533	yagG			
FCDJCBPM_03199	gene	1299				
FCDJCBPM_03200	gene	1002	purR_3			
FCDJCBPM_03201	gene	1038	rbsC_4			
FCDJCBPM_03202	gene	1506	mglA_3			
FCDJCBPM_03203	gene	1515	xylB_4			
FCDJCBPM_03204	gene	1035				
FCDJCBPM_03205	gene	531				
FCDJCBPM_03206	gene	1002	cytR_1			
FCDJCBPM_03207	gene	1068				
FCDJCBPM_03208	gene	849	hcaB_4			
FCDJCBPM_03209	gene	915	rhaS_8			
FCDJCBPM_03210	gene	636	slmA_2			
FCDJCBPM_03211	gene	867				
FCDJCBPM_03212	gene	1065				
FCDJCBPM_03213	gene	1719	araC_3			
FCDJCBPM_03214	gene	693				
FCDJCBPM_03215	gene	1338	abaQ			
FCDJCBPM_03216	gene	135				
FCDJCBPM_03217	gene	1020	degA_2			
FCDJCBPM_03218	gene	867				
FCDJCBPM_03219	gene	801	agaC_3			
FCDJCBPM_03220	gene	498	levE			
FCDJCBPM_03221	gene	417	sorA_2			
FCDJCBPM_03222	gene	1032	mtlD_5			
FCDJCBPM_03223	gene	123				
FCDJCBPM_03224	gene	1755				
FCDJCBPM_03225	gene	1131				
FCDJCBPM_03226	gene	1662				
FCDJCBPM_03227	gene	1890	fruA_5			
FCDJCBPM_03228	gene	300	fruB_2			
FCDJCBPM_03229	gene	105				
FCDJCBPM_03230	gene	258				
FCDJCBPM_03231	gene	279				
FCDJCBPM_03232	gene	726	paoA			
FCDJCBPM_03233	gene	951	paoB			
FCDJCBPM_03234	gene	2199	paoC			
FCDJCBPM_03235	gene	957	paoD			
FCDJCBPM_03236	gene	567	fbiD			
FCDJCBPM_03237	gene	714				
FCDJCBPM_03238	gene	1038				
FCDJCBPM_03239	gene	2805				
FCDJCBPM_03240	gene	138				
FCDJCBPM_03241	gene	267				
FCDJCBPM_03242	gene	714				
FCDJCBPM_03243	gene	76				
FCDJCBPM_03244	gene	1254	proA			
FCDJCBPM_03245	gene	1104	proB			
FCDJCBPM_03246	gene	402	crl			
FCDJCBPM_03247	gene	1245				
FCDJCBPM_03248	gene	459	gpt			
FCDJCBPM_03249	gene	1461	pepD			
FCDJCBPM_03250	gene	1089	dinB			
FCDJCBPM_03251	gene	723				
FCDJCBPM_03252	gene	768	yafJ			
FCDJCBPM_03253	gene	585	gmhA			
FCDJCBPM_03254	gene	705	yceI			
FCDJCBPM_03255	gene	1158	ybdL			
FCDJCBPM_03256	gene	774	yafV			
FCDJCBPM_03257	gene	978				
FCDJCBPM_03258	gene	77				
FCDJCBPM_03259	gene	759	dnaQ			
FCDJCBPM_03260	gene	492	rnhA			
FCDJCBPM_03261	gene	738				
FCDJCBPM_03262	gene	753	gloB			
FCDJCBPM_03263	gene	1377	mltD			
FCDJCBPM_03264	gene	729				
FCDJCBPM_03265	gene	636	carA_2			
FCDJCBPM_03266	gene	567				
FCDJCBPM_03267	gene	77				
FCDJCBPM_03268	gene	111				
FCDJCBPM_03269	gene	2906				
FCDJCBPM_03270	gene	76				
FCDJCBPM_03271	gene	1538				
FCDJCBPM_03272	gene	168				
FCDJCBPM_03273	gene	2574	clpB			
FCDJCBPM_03274	gene	732	yfiH			
FCDJCBPM_03275	gene	981	rluD			
FCDJCBPM_03276	gene	732	bamD			
FCDJCBPM_03277	gene	330	raiA			
FCDJCBPM_03278	gene	1158	pheA			
FCDJCBPM_03279	gene	1122	tyrA			
FCDJCBPM_03280	gene	1092	aroF			
FCDJCBPM_03281	gene	366				
FCDJCBPM_03282	gene	756				
FCDJCBPM_03283	gene	171				
FCDJCBPM_03284	gene	2556				
FCDJCBPM_03285	gene	1461				
FCDJCBPM_03286	gene	1977				
FCDJCBPM_03287	gene	552	sicA_2			
FCDJCBPM_03288	gene	1089	spaS_2			
FCDJCBPM_03289	gene	780				
FCDJCBPM_03290	gene	255	spaQ_3			
FCDJCBPM_03291	gene	681	spaP_3			
FCDJCBPM_03292	gene	912				
FCDJCBPM_03293	gene	876				
FCDJCBPM_03294	gene	453				
FCDJCBPM_03295	gene	1311	spaL_2			
FCDJCBPM_03296	gene	408	spaK_2			
FCDJCBPM_03297	gene	2055	invA_2			
FCDJCBPM_03298	gene	1101	mxiC			
FCDJCBPM_03299	gene	1761	sctC_4			
FCDJCBPM_03300	gene	822				
FCDJCBPM_03301	gene	1257	prgH_2			
FCDJCBPM_03302	gene	258	prgI			
FCDJCBPM_03303	gene	324				
FCDJCBPM_03304	gene	780	prgK_2			
FCDJCBPM_03305	gene	588				
FCDJCBPM_03306	gene	669				
FCDJCBPM_03307	gene	378				
FCDJCBPM_03308	gene	633				
FCDJCBPM_03309	gene	1836				
FCDJCBPM_03310	gene	351	sigE			
FCDJCBPM_03311	gene	2046				
FCDJCBPM_03312	gene	348	rplS			
FCDJCBPM_03313	gene	756	trmD			
FCDJCBPM_03314	gene	549	rimM			
FCDJCBPM_03315	gene	249	rpsP			
FCDJCBPM_03316	gene	1362	ffh			
FCDJCBPM_03317	gene	789	ypjD			
FCDJCBPM_03318	gene	1290				
FCDJCBPM_03319	gene	516	luxS			
FCDJCBPM_03320	gene	1563	gshA			
FCDJCBPM_03321	gene	573	yqaB			
FCDJCBPM_03322	gene	77				
FCDJCBPM_03323	gene	77				
FCDJCBPM_03324	gene	77				
FCDJCBPM_03325	gene	93				
FCDJCBPM_03326	gene	186	csrA			
FCDJCBPM_03327	gene	2628	alaS			
FCDJCBPM_03328	gene	486	recX			
FCDJCBPM_03329	gene	1068	recA			
FCDJCBPM_03330	gene	492	pncC_2			
FCDJCBPM_03331	gene	771				
FCDJCBPM_03332	gene	660	tcyB_2			
FCDJCBPM_03333	gene	1089	mltB			
FCDJCBPM_03334	gene	342				
FCDJCBPM_03335	gene	759	nqrC			
FCDJCBPM_03336	gene	1977				
FCDJCBPM_03337	gene	528	tpd			
FCDJCBPM_03338	gene	1380				
FCDJCBPM_03339	gene	1284				
FCDJCBPM_03340	gene	1131				
FCDJCBPM_03341	gene	696	lolD_3			
FCDJCBPM_03342	gene	486	resA			
FCDJCBPM_03343	gene	2574	mutS			
FCDJCBPM_03344	gene	990	rpoS			
FCDJCBPM_03345	gene	1113	nlpD			
FCDJCBPM_03346	gene	627	pcm			
FCDJCBPM_03347	gene	762	surE			
FCDJCBPM_03348	gene	1050	truD			
FCDJCBPM_03349	gene	477	ispF			
FCDJCBPM_03350	gene	720	ispD			
FCDJCBPM_03351	gene	318	ftsB			
FCDJCBPM_03352	gene	348	ygbE			
FCDJCBPM_03353	gene	621	cysC			
FCDJCBPM_03354	gene	1428	cysN			
FCDJCBPM_03355	gene	909	cysD			
FCDJCBPM_03356	gene	1416	cysG_2			
FCDJCBPM_03357	gene	1068				
FCDJCBPM_03358	gene	735	cysH			
FCDJCBPM_03359	gene	1701	cysI			
FCDJCBPM_03360	gene	1815	cysJ			
FCDJCBPM_03361	gene	363	queD			
FCDJCBPM_03362	gene	672	queE			
FCDJCBPM_03363	gene	1302	eno_1			
FCDJCBPM_03364	gene	1638	pyrG_2			
FCDJCBPM_03365	gene	807	mazG			
FCDJCBPM_03366	gene	2235	relA			
FCDJCBPM_03367	gene	1335	rlmD			
FCDJCBPM_03368	gene	2778	barA			
FCDJCBPM_03369	gene	1143	garK			
FCDJCBPM_03370	gene	888	garR_1			
FCDJCBPM_03371	gene	771	garL			
FCDJCBPM_03372	gene	1332	garP_2			
FCDJCBPM_03373	gene	1569	garD			
FCDJCBPM_03374	gene	906	rhaS_9			
FCDJCBPM_03375	gene	1077	yajO_5			
FCDJCBPM_03376	gene	1338	gudD			
FCDJCBPM_03377	gene	1344	gudX			
FCDJCBPM_03378	gene	1335	gudP_2			
FCDJCBPM_03379	gene	1158	cdaR_2			
FCDJCBPM_03380	gene	1446	degP			
FCDJCBPM_03381	gene	162				
FCDJCBPM_03382	gene	1515	dgt			
FCDJCBPM_03383	gene	702	mtnN			
FCDJCBPM_03384	gene	831	btuF_3			
FCDJCBPM_03385	gene	618				
FCDJCBPM_03386	gene	345	erpA			
FCDJCBPM_03387	gene	1437	clcA_2			
FCDJCBPM_03388	gene	1281	hemL_1			
FCDJCBPM_03389	gene	2025	fhuB			
FCDJCBPM_03390	gene	900	fhuD_2			
FCDJCBPM_03391	gene	798	fhuC_2			
FCDJCBPM_03392	gene	654	nicS			
FCDJCBPM_03393	gene	819	crt_2			
FCDJCBPM_03394	gene	1332	exuT_2			
FCDJCBPM_03395	gene	753	crt_3			
FCDJCBPM_03396	gene	1365	abaF_6			
FCDJCBPM_03397	gene	1608	ydiF			
FCDJCBPM_03398	gene	831	aroE_2			
FCDJCBPM_03399	gene	867				
FCDJCBPM_03400	gene	1386	ugl_2			
FCDJCBPM_03401	gene	783	fabG_6			
FCDJCBPM_03402	gene	480	paaZ_1			
FCDJCBPM_03403	gene	669				
FCDJCBPM_03404	gene	2376	mrcB_2			
FCDJCBPM_03405	gene	2436	hrpB			
FCDJCBPM_03406	gene	579	thpR			
FCDJCBPM_03407	gene	708	sfsA			
FCDJCBPM_03408	gene	456	dksA			
FCDJCBPM_03409	gene	873	gluQ			
FCDJCBPM_03410	gene	1320	pcnB			
FCDJCBPM_03411	gene	507	folK			
FCDJCBPM_03412	gene	792	panB			
FCDJCBPM_03413	gene	855	panC			
FCDJCBPM_03414	gene	381	panD			
FCDJCBPM_03415	gene	771	yadH			
FCDJCBPM_03416	gene	906	yadG			
FCDJCBPM_03417	gene	780	can			
FCDJCBPM_03418	gene	990				
FCDJCBPM_03419	gene	543	hpt			
FCDJCBPM_03420	gene	96				
FCDJCBPM_03421	gene	1602	betA			
FCDJCBPM_03422	gene	1155				
FCDJCBPM_03423	gene	348				
FCDJCBPM_03424	gene	864	speE			
FCDJCBPM_03425	gene	795	speD			
FCDJCBPM_03426	gene	366				
FCDJCBPM_03427	gene	2598	acnB			
FCDJCBPM_03428	gene	1635				
FCDJCBPM_03429	gene	270				
FCDJCBPM_03430	gene	984				
FCDJCBPM_03431	gene	1428	lpdA			
FCDJCBPM_03432	gene	1917	aceF			
FCDJCBPM_03433	gene	2667	aceE			
FCDJCBPM_03434	gene	765	pdhR			
FCDJCBPM_03435	gene	153				
FCDJCBPM_03436	gene	1371	aroP			
FCDJCBPM_03437	gene	276				
FCDJCBPM_03438	gene	4473				
FCDJCBPM_03439	gene	960	slrP_2			
FCDJCBPM_03440	gene	855	ampE			
FCDJCBPM_03441	gene	558	ampD			
FCDJCBPM_03442	gene	897	nadC			
FCDJCBPM_03443	gene	441				
FCDJCBPM_03444	gene	1134	epsE			
FCDJCBPM_03445	gene	1206	epsF			
FCDJCBPM_03446	gene	1044	guaC			
FCDJCBPM_03447	gene	627	coaE			
FCDJCBPM_03448	gene	756	zapD			
FCDJCBPM_03449	gene	201	yacG			
FCDJCBPM_03450	gene	390	mutT			
FCDJCBPM_03451	gene	2709	secA			
FCDJCBPM_03452	gene	504	secM			
FCDJCBPM_03453	gene	528				
FCDJCBPM_03454	gene	918	lpxC			
FCDJCBPM_03455	gene	1161	ftsZ			
FCDJCBPM_03456	gene	1257	ftsA_2			
FCDJCBPM_03457	gene	837	ftsQ			
FCDJCBPM_03458	gene	1428	murC			
FCDJCBPM_03459	gene	1068	murG			
FCDJCBPM_03460	gene	1203	ftsW			
FCDJCBPM_03461	gene	1317	murD			
FCDJCBPM_03462	gene	1083	mraY			
FCDJCBPM_03463	gene	1368	murF			
FCDJCBPM_03464	gene	1488	murE			
FCDJCBPM_03465	gene	1773	ftsI_1			
FCDJCBPM_03466	gene	321	ftsL			
FCDJCBPM_03467	gene	948	rsmH			
FCDJCBPM_03468	gene	459	mraZ			
FCDJCBPM_03469	gene	468	alaE			
FCDJCBPM_03470	gene	1005	cra			
FCDJCBPM_03471	gene	498	ilvH			
FCDJCBPM_03472	gene	1719	ilvI			
FCDJCBPM_03473	gene	1578	leuA			
FCDJCBPM_03474	gene	1095	leuB			
FCDJCBPM_03475	gene	1401	leuC			
FCDJCBPM_03476	gene	603	leuD1			
FCDJCBPM_03477	gene	1683	sgrR_2			
FCDJCBPM_03478	gene	981	thiB			
FCDJCBPM_03479	gene	1725				
FCDJCBPM_03480	gene	699	thiQ			
FCDJCBPM_03481	gene	1311	dgoT_5			
FCDJCBPM_03482	gene	675	rspR_7			
FCDJCBPM_03483	gene	1149	dgoD_2			
FCDJCBPM_03484	gene	768	yabI_2			
FCDJCBPM_03485	gene	2373	polB			
FCDJCBPM_03486	gene	2907	rapA			
FCDJCBPM_03487	gene	654	rluA			
FCDJCBPM_03488	gene	825	djlA			
FCDJCBPM_03489	gene	2343	lptD			
FCDJCBPM_03490	gene	1296	surA			
FCDJCBPM_03491	gene	993	pdxA			
FCDJCBPM_03492	gene	819	rsmA			
FCDJCBPM_03493	gene	378	apaG			
FCDJCBPM_03494	gene	849	apaH			
FCDJCBPM_03495	gene	486	folA			
FCDJCBPM_03496	gene	3225	carB			
FCDJCBPM_03497	gene	1155	carA_3			
FCDJCBPM_03498	gene	822	dapB			
FCDJCBPM_03499	gene	879				
FCDJCBPM_03500	gene	951	ispH			
FCDJCBPM_03501	gene	474	fkpB			
FCDJCBPM_03502	gene	507	lspA			
FCDJCBPM_03503	gene	2817	ileS			
FCDJCBPM_03504	gene	939	ribF			
FCDJCBPM_03505	gene	210				
FCDJCBPM_03506	gene	1224	nhaA			
FCDJCBPM_03507	gene	1137	dnaJ			
FCDJCBPM_03508	gene	1911	dnaK_2			
FCDJCBPM_03509	gene	1317	proP_5			
FCDJCBPM_03510	gene	588	mog			
FCDJCBPM_03511	gene	954	talB_2			
FCDJCBPM_03512	gene	1479	alsT			
FCDJCBPM_03513	gene	780	yaaA			
FCDJCBPM_03514	gene	1290	thrC			
FCDJCBPM_03515	gene	933	thrB			
FCDJCBPM_03516	gene	2460	thrA			
FCDJCBPM_03517	gene	717	arcA			
FCDJCBPM_03518	gene	483				
FCDJCBPM_03519	gene	870	rob_2			
FCDJCBPM_03520	gene	648	gpmB			
FCDJCBPM_03521	gene	537	yjjX			
FCDJCBPM_03522	gene	336	trpR			
FCDJCBPM_03523	gene	1929	slt			
FCDJCBPM_03524	gene	1665	ettA			
FCDJCBPM_03525	gene	207				
FCDJCBPM_03526	gene	1230	nadR			
FCDJCBPM_03527	gene	1383	radA			
FCDJCBPM_03528	gene	978	serB			
FCDJCBPM_03529	gene	705	ytjB			
FCDJCBPM_03530	gene	720	deoD			
FCDJCBPM_03531	gene	1224	deoB			
FCDJCBPM_03532	gene	1332	deoA			
FCDJCBPM_03533	gene	780	deoC			
FCDJCBPM_03534	gene	828	yjjV			
FCDJCBPM_03535	gene	192				
FCDJCBPM_03536	gene	162				
FCDJCBPM_03537	gene	615	osmY_2			
FCDJCBPM_03538	gene	1590	prfC			
FCDJCBPM_03539	gene	447	rimI			
FCDJCBPM_03540	gene	414	holD			
FCDJCBPM_03541	gene	1053	rsmC			
FCDJCBPM_03542	gene	87				
FCDJCBPM_03543	gene	87				
FCDJCBPM_03544	gene	87				
FCDJCBPM_03545	gene	1104				
FCDJCBPM_03546	gene	522	yhbO_2			
FCDJCBPM_03547	gene	393				
FCDJCBPM_03548	gene	510				
FCDJCBPM_03549	gene	528	ubiJ_2			
FCDJCBPM_03550	gene	1080	yhbU			
FCDJCBPM_03551	gene	879				
FCDJCBPM_03552	gene	1014	tgnB			
FCDJCBPM_03553	gene	1869	deaD			
FCDJCBPM_03554	gene	888	nlpI			
FCDJCBPM_03555	gene	2118	pnp			
FCDJCBPM_03556	gene	270	rpsO			
FCDJCBPM_03557	gene	942	truB			
FCDJCBPM_03558	gene	417	rbfA			
FCDJCBPM_03559	gene	2709	infB			
FCDJCBPM_03560	gene	1488	nusA			
FCDJCBPM_03561	gene	453	rimP			
FCDJCBPM_03562	gene	77				
FCDJCBPM_03563	gene	87				
FCDJCBPM_03564	gene	333	secG			
FCDJCBPM_03565	gene	1338	glmM			
FCDJCBPM_03566	gene	846	folP			
FCDJCBPM_03567	gene	1941	ftsH			
FCDJCBPM_03568	gene	630	rlmE			
FCDJCBPM_03569	gene	294	yhbY			
FCDJCBPM_03570	gene	477	greA			
FCDJCBPM_03571	gene	1392	dacB			
FCDJCBPM_03572	gene	3495				
FCDJCBPM_03573	gene	1170	obg			
FCDJCBPM_03574	gene	984	yhbE			
FCDJCBPM_03575	gene	258	rpmA			
FCDJCBPM_03576	gene	312	rplU			
FCDJCBPM_03577	gene	972	ispB			
FCDJCBPM_03578	gene	381				
FCDJCBPM_03579	gene	264				
FCDJCBPM_03580	gene	384				
FCDJCBPM_03581	gene	939	mdh			
FCDJCBPM_03582	gene	471	argR			
FCDJCBPM_03583	gene	267	ydgH_2			
FCDJCBPM_03584	gene	1374	mpl			
FCDJCBPM_03585	gene	1002	fbp			
FCDJCBPM_03586	gene	531	ppa			
FCDJCBPM_03587	gene	363	ytfP			
FCDJCBPM_03588	gene	3834	tamB			
FCDJCBPM_03589	gene	1743	tamA			
FCDJCBPM_03590	gene	642	msrA_2			
FCDJCBPM_03591	gene	1335				
FCDJCBPM_03592	gene	207				
FCDJCBPM_03593	gene	567	ytfJ			
FCDJCBPM_03594	gene	747	cysQ			
FCDJCBPM_03595	gene	621	fklB			
FCDJCBPM_03596	gene	1020				
FCDJCBPM_03597	gene	453	rplI			
FCDJCBPM_03598	gene	228	rpsR			
FCDJCBPM_03599	gene	321	priB			
FCDJCBPM_03600	gene	396	rpsF			
FCDJCBPM_03601	gene	750				
FCDJCBPM_03602	gene	306	bsmA			
FCDJCBPM_03603	gene	732	rlmB			
FCDJCBPM_03604	gene	2604	rnr			
FCDJCBPM_03605	gene	1299	purA			
FCDJCBPM_03606	gene	201				
FCDJCBPM_03607	gene	525				
FCDJCBPM_03608	gene	285				
FCDJCBPM_03609	gene	369				
FCDJCBPM_03610	gene	519				
FCDJCBPM_03611	gene	126				
FCDJCBPM_03612	gene	1017	hflC			
FCDJCBPM_03613	gene	1266	hflK			
FCDJCBPM_03614	gene	1281	hflX			
FCDJCBPM_03615	gene	306	hfq			
FCDJCBPM_03616	gene	897	miaA			
FCDJCBPM_03617	gene	2334	mutL			
FCDJCBPM_03618	gene	1728				
FCDJCBPM_03619	gene	480	tsaE			
FCDJCBPM_03620	gene	1515	nnr			
FCDJCBPM_03621	gene	1080	queG			
FCDJCBPM_03622	gene	75				
FCDJCBPM_03623	gene	1356	nhaP			
FCDJCBPM_03624	gene	513				
FCDJCBPM_03625	gene	909	syrM1_1			
FCDJCBPM_03626	gene	1122	gmd			
FCDJCBPM_03627	gene	774				
FCDJCBPM_03628	gene	732	tagH			
FCDJCBPM_03629	gene	939	fcl			
FCDJCBPM_03630	gene	1251				
FCDJCBPM_03631	gene	75				
FCDJCBPM_03632	gene	858	catM			
FCDJCBPM_03633	gene	717	ydfK			
FCDJCBPM_03634	gene	570	ubiX_2			
FCDJCBPM_03635	gene	1482	lpdC			
FCDJCBPM_03636	gene	543				
FCDJCBPM_03637	gene	795	yqjH			
FCDJCBPM_03638	gene	666	kdpE			
FCDJCBPM_03639	gene	2685	kdpD			
FCDJCBPM_03640	gene	576	kdpC			
FCDJCBPM_03641	gene	2049	kdpB_2			
FCDJCBPM_03642	gene	1683	kdpA			
FCDJCBPM_03643	gene	75				
FCDJCBPM_03644	gene	546	orn			
FCDJCBPM_03645	gene	1038	rsgA			
FCDJCBPM_03645	CDS	1038	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
FCDJCBPM_03646	gene	888	psd			
FCDJCBPM_03647	gene	3321	mscM			
FCDJCBPM_03648	gene	978	epmA			
FCDJCBPM_03649	gene	540	blc			
FCDJCBPM_03650	gene	132				
FCDJCBPM_03651	gene	567	efp			
FCDJCBPM_03652	gene	1029	epmB			
FCDJCBPM_03653	gene	357				
FCDJCBPM_03654	gene	1647	groL			
FCDJCBPM_03655	gene	294	groS			
FCDJCBPM_03656	gene	456				
FCDJCBPM_03657	gene	1437	aspA			
FCDJCBPM_03658	gene	369	cutA			
FCDJCBPM_03659	gene	1767	dsbD			
FCDJCBPM_03660	gene	576				
FCDJCBPM_03661	gene	76				
FCDJCBPM_03662	gene	891	cdiA			
FCDJCBPM_03663	gene	291				
FCDJCBPM_03664	gene	372	yidH			
FCDJCBPM_03665	gene	315				
FCDJCBPM_03666	gene	1230				
FCDJCBPM_03667	gene	369	dgkA			
FCDJCBPM_03668	gene	603	aroK_2			
FCDJCBPM_03669	gene	945	panS			
FCDJCBPM_03670	gene	771				
FCDJCBPM_03671	gene	933				
FCDJCBPM_03672	gene	261	bhsA_4			
FCDJCBPM_03673	gene	1797	arnT_3			
FCDJCBPM_03674	gene	978	arnC_3			
FCDJCBPM_03675	gene	495				
FCDJCBPM_03676	gene	435				
FCDJCBPM_03677	gene	666				
FCDJCBPM_03678	gene	651				
FCDJCBPM_03679	gene	717	livF_2			
FCDJCBPM_03680	gene	876	lptB_1			
FCDJCBPM_03681	gene	1287				
FCDJCBPM_03682	gene	915	livH			
FCDJCBPM_03683	gene	1122	livJ			
FCDJCBPM_03684	gene	1407	yifK			
FCDJCBPM_03685	gene	459				
FCDJCBPM_03686	gene	189				
FCDJCBPM_03687	gene	108				
FCDJCBPM_03688	gene	1860				
FCDJCBPM_03689	gene	1044	yedI			
FCDJCBPM_03690	gene	297				
FCDJCBPM_03691	gene	867	aidA_1			
FCDJCBPM_03692	gene	1629	pdeG			
FCDJCBPM_03693	gene	738	esaR_2			
FCDJCBPM_03694	gene	630	esaI			
FCDJCBPM_03695	gene	900	yghA			
FCDJCBPM_03696	gene	426	exbD			
FCDJCBPM_03697	gene	1008	tolQ_2			
FCDJCBPM_03698	gene	198				
FCDJCBPM_03699	gene	1200	metC			
FCDJCBPM_03700	gene	663	yghB			
FCDJCBPM_03701	gene	831	dkgA			
FCDJCBPM_03702	gene	1422	ftsP			
FCDJCBPM_03703	gene	735	plsC			
FCDJCBPM_03704	gene	2274	parC			
FCDJCBPM_03705	gene	315	ygiN			
FCDJCBPM_03706	gene	1200	mtnK			
FCDJCBPM_03707	gene	1044	mtnA			
FCDJCBPM_03708	gene	546	mtnD_1			
FCDJCBPM_03709	gene	687	mtnC			
FCDJCBPM_03710	gene	615	mtnB_1			
FCDJCBPM_03711	gene	1908	parE			
FCDJCBPM_03712	gene	582				
FCDJCBPM_03713	gene	828	cpdA_4			
FCDJCBPM_03714	gene	426				
FCDJCBPM_03715	gene	633	nudF			
FCDJCBPM_03716	gene	1527	tolC			
FCDJCBPM_03717	gene	651				
FCDJCBPM_03718	gene	1161	ygiC			
FCDJCBPM_03719	gene	783	ygiD			
FCDJCBPM_03720	gene	666				
FCDJCBPM_03721	gene	837	ribB			
FCDJCBPM_03722	gene	429	ubiK			
FCDJCBPM_03723	gene	1434	hldE			
FCDJCBPM_03724	gene	2814	glnE			
FCDJCBPM_03725	gene	1296	ygiF			
FCDJCBPM_03726	gene	621				
FCDJCBPM_03727	gene	1248	cca			
FCDJCBPM_03728	gene	822	uppP			
FCDJCBPM_03729	gene	360	folB			
FCDJCBPM_03730	gene	630	plsY			
FCDJCBPM_03731	gene	1026	tsaD			
FCDJCBPM_03732	gene	216	rpsU			
FCDJCBPM_03733	gene	1749	dnaG			
FCDJCBPM_03734	gene	1848	rpoD			
FCDJCBPM_03735	gene	498	mug			
FCDJCBPM_03736	gene	76				
FCDJCBPM_03737	gene	312	higB-2_3			
FCDJCBPM_03738	gene	297				
FCDJCBPM_03739	gene	357				
FCDJCBPM_03740	gene	1302	abaF_7			
FCDJCBPM_03741	gene	336				
FCDJCBPM_03742	gene	933				
FCDJCBPM_03743	gene	738	lutR_2			
FCDJCBPM_03744	gene	1170				
FCDJCBPM_03745	gene	1101				
FCDJCBPM_03746	gene	852				
FCDJCBPM_03747	gene	204				
FCDJCBPM_03748	gene	147				
FCDJCBPM_03749	gene	186				
FCDJCBPM_03750	gene	594				
FCDJCBPM_03751	gene	1275				
FCDJCBPM_03752	gene	300				
FCDJCBPM_03753	gene	1137	rlmG			
FCDJCBPM_03754	gene	1059	iolU			
FCDJCBPM_03755	gene	738	pdxT			
FCDJCBPM_03756	gene	966	alx			
FCDJCBPM_03757	gene	555	ygjV			
FCDJCBPM_03758	gene	1488	uxaA			
FCDJCBPM_03759	gene	1452	uxaB			
FCDJCBPM_03760	gene	1410	uxaC			
FCDJCBPM_03761	gene	1290	exuT_3			
FCDJCBPM_03762	gene	777	lldR_4			
FCDJCBPM_03763	gene	1023				
FCDJCBPM_03764	gene	957				
FCDJCBPM_03765	gene	705				
FCDJCBPM_03766	gene	672	yqjA			
FCDJCBPM_03767	gene	390	mzrA			
FCDJCBPM_03768	gene	306	yqjD			
FCDJCBPM_03769	gene	477				
FCDJCBPM_03770	gene	288				
FCDJCBPM_03771	gene	684	hchA_2			
FCDJCBPM_03772	gene	648	nemR_1			
FCDJCBPM_03773	gene	396	yqjF			
FCDJCBPM_03774	gene	999	yqjG			
FCDJCBPM_03775	gene	891	yhaJ			
FCDJCBPM_03776	gene	717	yhaK			
FCDJCBPM_03777	gene	867	rsmI			
FCDJCBPM_03778	gene	2136	lpoA			
FCDJCBPM_03779	gene	393				
FCDJCBPM_03780	gene	591	diaA			
FCDJCBPM_03781	gene	576				
FCDJCBPM_03782	gene	732	mtgA			
FCDJCBPM_03783	gene	654	elbB			
FCDJCBPM_03784	gene	2343	arcB			
FCDJCBPM_03785	gene	942				
FCDJCBPM_03786	gene	4461	gltB			
FCDJCBPM_03787	gene	1419	gltD			
FCDJCBPM_03788	gene	495	sspB			
FCDJCBPM_03789	gene	642	sspA			
FCDJCBPM_03790	gene	393	rpsI			
FCDJCBPM_03791	gene	429	rplM			
FCDJCBPM_03792	gene	1140	zapE			
FCDJCBPM_03793	gene	405	yhcB			
FCDJCBPM_03794	gene	1371	degQ			
FCDJCBPM_03795	gene	1065	degS			
FCDJCBPM_03796	gene	1260	murA			
FCDJCBPM_03797	gene	255	ibaG			
FCDJCBPM_03798	gene	309	mlaB			
FCDJCBPM_03799	gene	636	mlaC			
FCDJCBPM_03800	gene	606	mlaD			
FCDJCBPM_03801	gene	783	mlaE			
FCDJCBPM_03802	gene	810	mlaF			
FCDJCBPM_03803	gene	957	yrbG			
FCDJCBPM_03804	gene	987	kdsD			
FCDJCBPM_03805	gene	564	kdsC			
FCDJCBPM_03806	gene	579	lptC			
FCDJCBPM_03807	gene	552	lptA			
FCDJCBPM_03808	gene	726	lptB_2			
FCDJCBPM_03809	gene	1434	rpoN			
FCDJCBPM_03810	gene	288	hpf			
FCDJCBPM_03811	gene	462	ptsN			
FCDJCBPM_03812	gene	855	rapZ			
FCDJCBPM_03813	gene	273	ptsO			
FCDJCBPM_03814	gene	315				
FCDJCBPM_03815	gene	603	ompX_2			
FCDJCBPM_03816	gene	1116				
FCDJCBPM_03817	gene	393				
FCDJCBPM_03818	gene	282				
FCDJCBPM_03819	gene	1443	aldA			
FCDJCBPM_03820	gene	1089				
FCDJCBPM_03821	gene	435				
FCDJCBPM_03822	gene	1203				
FCDJCBPM_03823	gene	435				
